0,ADD,A0,$A0,12,,,,,
0,SUB,LOOP5,$LOOP5,1,,,,,
0.1,JMPNZ,LOOP5,$LOOP5,,,,,,
0.6,JMPABS,AE,,,,,,,
0,:RA7,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,293,,,,,,
0,HeartMode,1,,,,,,,
0,PurplePlatform,300,301,40,0,0,,,
0,PurplePlatform,300,341,40,0,0,,,
0,BoneH,300,309,40,0,0,,,
0,BoneVRepeat,503,256,20,0,0,25,15,
0,BoneVRepeat,503,356,30,0,0,25,15,
0,BoneVRepeat,128,276,80,0,90,12,15,
0,BoneVRepeat,503,276,80,2,90,12,15,
0,RND,RAK1,2,,,,,,
0,JMPE,J1,$RAK1,1,,,,,
0,BoneVRepeat,128,276,30,0,200,6,15,
0,BoneVRepeat,503,306,50,2,240,4,15,
0.25,BoneVRepeat,503,306,50,2,240,8,15,2
0.5,BoneVRepeat,503,306,50,2,240,15,15,
0,JMPABS,EJ1,,,,,,,
0,:J1,,,,,,,,
0,BoneVRepeat,503,276,30,2,200,6,15,
0,BoneVRepeat,128,306,50,0,240,4,15,
0.25,BoneVRepeat,128,306,50,0,240,8,15,2
0.5,BoneVRepeat,128,306,50,0,240,15,15,
0,:EJ1,,,,,,,,
1.15,JMPABS,AE,,,,,,,
0,:RA11,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,377,,,,,,
0,HeartMode,1,,,,,,,
0,CombatZoneSpeed,61.84,,,,,,,
0,CombatZoneResize,250,251,390,391,,,,
0,BoneV,138,256,130,0,61.84,,,
0,BoneV,493,256,130,2,61.84,,,
0,RND,RAK2,2,,,,,,
0,SET,LOOP10,4,,,,,,
0,:LOOP10,,,,,,,,
0,JMPE,J2,$RAK2,1,,,,,
0,BoneVRepeat,128,366,20,0,300,2,12,
0,BoneVRepeat,503,256,105,2,300,2,12,
0,JMPABS,EJ2,,,,,,,
0,:J2,,,,,,,,
0,BoneVRepeat,503,366,20,2,300,2,12,
0,BoneVRepeat,128,256,105,0,300,2,12,
0,:EJ2,,,,,,,,
0,SUB,LOOP10,$LOOP10,1,,,,,
0.4,JMPNZ,LOOP10,$LOOP10,,,,,,
0.3,JMPABS,AE,,,,,,,
0,:AE,,,,,,,,
0,SUB,LOOP,$LOOP,1,,,,,
0,JMPNZ,LOOP0,$LOOP,,,,,,
0,BlackScreen,1,,,,,,,
0,Sound,flash,,,,,,,
0.2,BlackScreen,0,,,,,,,
0,Sound,flash,,,,,,,
0,CombatZoneResizeInstant,33,251,607,391,,,,
0,EndAttack,,,,,,,,
