0.8,SansSlam,3,,,,,,,
0,BoneStab,3,50,0.5,9,,,,
0.9,JMPABS,AE,,,,,,,
0,:RA4,,,,,,,,
0,CombatZoneResizeInstant,238,226,403,391,,,,
0,HeartTeleport,320,308,,,,,,
0,HeartMode,0,,,,,,,
0,GasterBlaster,2,640,480,138,126,45,0.2,0
0,GasterBlaster,2,0,480,503,126,135,0.2,0
0.5,GasterBlaster,2,320,0,320,126,90,0.2,0
0,GasterBlaster,2,0,308,138,308,0,0.2,0
0.5,GasterBlaster,2,0,371,138,371,0,0.2,0
0,GasterBlaster,2,258,0,258,126,90,0.2,0
0,GasterBlaster,2,640,246,503,246,180,0.2,0
0,GasterBlaster,2,383,480,383,491,270,0.2,0
0.9,JMPABS,AE,,,,,,,
0,:RA5,,,,,,,,
0,CombatZoneResizeInstant,238,226,403,391,,,,
0,HeartTeleport,383,308,,,,,,
0,HeartMode,0,,,,,,,
0,SET,LOOP5,13,,,,,,
0,SET,A0,30,,,,,,
0,:LOOP5,,,,,,,,
0,SET,LOOP6,6,,,,,,
0,:LOOP6,,,,,,,,
0,GasterBlaster,-1,320,308,320,308,$A0,0.2,0
0,SUB,A0,$A0,60,,,,,
0,SUB,LOOP6,$LOOP6,1,,,,,
0,JMPNZ,LOOP6,$LOOP6,,,,,,
0,ADD,A0,$A0,12,,,,,
0,SUB,LOOP5,$LOOP5,1,,,,,
0.1,JMPNZ,LOOP5,$LOOP5,,,,,,
0.6,JMPABS,AE,,,,,,,
0,:RA6,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,377,,,,,,
0,HeartMode,1,,,,,,,
0,BoneV,128,256,130,0,300,2,,
0,BoneV,503,256,130,2,300,2,,
0.4,BoneV,128,256,130,0,300,1,,
0,BoneV,503,256,130,2,300,1,,
0.4,SET,LOOP7,10,,,,,,
0,SET,Y1,85,,,,,,
0,SET,XL,128,,,,,,
0,SET,XR,503,,,,,,
0,:LOOP7,,,,,,,,
0,ADD,Y2,$Y1,281,,,,,
0,SUB,Y3,386,$Y2,,,,,
0,BoneV,$XL,$Y2,$Y3,0,450,,,
0,BoneV,$XR,$Y2,$Y3,2,450,,,
0,SUB,Y1,$Y1,5,,,,,
0,SUB,XL,$XL,15,,,,,
0,ADD,XR,$XR,15,,,,,
0,SUB,LOOP7,$LOOP7,1,,,,,
0,JMPNZ,LOOP7,$LOOP7,,,,,,
0.34,SET,LOOP8,23,,,,,,
0,SET,XL,128,,,,,,
0,SET,XR,503,,,,,,
0,:LOOP8,,,,,,,,
0,BoneV,$XL,321,65,0,450,,,
0,BoneV,$XR,321,65,2,450,,,
0,SUB,XL,$XL,15,,,,,
0,ADD,XR,$XR,15,,,,,
0,SUB,LOOP8,$LOOP8,1,,,,,
0,JMPNZ,LOOP8,$LOOP8,,,,,,
0.76,JMPABS,AE,,,,,,,
0,:RA7,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,293,,,,,,
0,HeartMode,1,,,,,,,
0,PurplePlatform,300,301,40,0,0,,,
0,PurplePlatform,300,341,40,0,0,,,
0,BoneH,300,309,40,0,0,,,
0,BoneVRepeat,503,256,20,0,0,25,15,
0,BoneVRepeat,503,356,30,0,0,25,15,
0,BoneVRepeat,128,276,80,0,90,12,15,
0,BoneVRepeat,503,276,80,2,90,12,15,
0,RND,RAK1,2,,,,,,
0,JMPE,J1,$RAK1,1,,,,,
0,BoneVRepeat,128,276,30,0,200,6,15,
0,BoneVRepeat,503,306,50,2,240,4,15,
0.25,BoneVRepeat,503,306,50,2,240,8,15,2
0.5,BoneVRepeat,503,306,50,2,240,15,15,
0,JMPABS,EJ1,,,,,,,
0,:J1,,,,,,,,
0,BoneVRepeat,503,276,30,2,200,6,15,
0,BoneVRepeat,128,306,50,0,240,4,15,
0.25,BoneVRepeat,128,306,50,0,240,8,15,2
0.5,BoneVRepeat,128,306,50,0,240,15,15,
0,:EJ1,,,,,,,,
1.15,JMPABS,AE,,,,,,,
0,:RA8,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,377,,,,,,
0,HeartMode,1,,,,,,,
0,BoneV,128,256,87,0,180,,,
0,BoneV,503,256,87,2,300,,,
0,BoneV,128,361,25,0,180,,,
0,BoneV,503,361,25,2,300,,,
0,BoneV,128,256,82,0,210,,,
0,BoneV,503,256,82,2,330,,,
0,BoneV,128,356,30,0,210,,,
0,BoneV,503,356,30,2,330,,,
0,BoneV,128,256,84,0,240,,,
0,BoneV,503,256,84,2,360,,,
0,BoneV,128,358,28,0,240,,,
0,BoneV,503,358,28,2,360,,,
0.9,BoneV,128,256,58,0,300,,,
0,BoneV,128,331,55,0,300,,,
0,BoneV,128,256,58,0,330,,,
0,BoneV,128,331,55,0,330,,,
0,BoneV,128,256,63,0,360,,,
0,BoneV,128,336,50,0,360,,,
0,BoneV,503,256,130,2,180,,,
0,BoneV,503,256,130,2,195,,,
0,BoneV,503,256,130,2,210,,,
0,SET,LOOPS,9,,,,,,
0,SET,Speed,270,,,,,,
0,:LOOPS1,,,,,,,,
0,BoneV,128,346,40,0,$Speed,,,
0,SUB,Speed,$Speed,30,,,,,
0,SUB,LOOPS,$LOOPS,1,,,,,
0,JMPNZ,LOOPS1,$LOOPS,,,,,,
1,JMPABS,AE,,,,,,,
0,:RA9,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,377,,,,,,
0,HeartMode,1,,,,,,,
0,BoneV,503,256,87,2,180,,,
0,BoneV,128,256,87,0,300,,,
0,BoneV,503,361,25,2,180,,,
0,BoneV,128,361,25,0,300,,,
0,BoneV,503,256,82,2,210,,,
0,BoneV,128,256,82,0,330,,,
0,BoneV,503,356,30,2,210,,,
0,BoneV,128,356,30,0,330,,,
0,BoneV,503,256,84,2,240,,,
0,BoneV,128,256,84,0,360,,,
0,BoneV,503,358,28,2,240,,,
0,BoneV,128,358,28,0,360,,,
0.9,BoneV,503,256,58,2,300,,,
0,BoneV,503,331,55,2,300,,,
0,BoneV,503,256,58,2,330,,,
0,BoneV,503,331,55,2,330,,,
0,BoneV,503,256,63,2,360,,,
0,BoneV,503,336,50,2,360,,,
0,BoneV,128,256,130,0,180,,,
0,BoneV,128,256,130,0,195,,,
0,BoneV,128,256,130,0,210,,,
0,SET,LOOPS,9,,,,,,
0,SET,Speed,270,,,,,,
0,:LOOPS2,,,,,,,,
0,BoneV,503,346,40,2,$Speed,,,
0,SUB,Speed,$Speed,30,,,,,
0,SUB,LOOPS,$LOOPS,1,,,,,
0,JMPNZ,LOOPS2,$LOOPS,,,,,,
1,JMPABS,AE,,,,,,,
0,:RA10,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,377,,,,,,
0,HeartMode,1,,,,,,,
0,BoneVRepeat,128,341,45,0,300,5,15,
0,BoneVRepeat,503,341,45,2,300,5,15,
0.2,BoneV,113,346,40,0,300,,,
0,BoneV,518,346,40,2,300,,,
0,BoneV,98,351,35,0,300,,,
0,BoneV,533,351,35,2,300,,,
0,BoneV,83,356,30,0,300,,,
0,BoneV,548,356,30,2,300,,,
0.25,BoneVRepeat,128,256,90,0,300,9,15,
0,BoneVRepeat,503,256,90,2,300,9,15,
0.9825,BoneV,128,321,65,0,400,,,
0,BoneV,503,321,65,2,400,,,
0,SET,LOOP9,12,,,,,,
0,:LOOP9,,,,,,,,
0,BoneV,113,256,130,0,400,,,
0,BoneV,518,256,130,2,400,,,
0,SUB,LOOP9,$LOOP9,1,,,,,
0.0375,JMPNZ,LOOP9,$LOOP9,,,,,,
0.0175,JMPABS,AE,,,,,,,
0,:RA11,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,377,,,,,,
0,HeartMode,1,,,,,,,
0,CombatZoneSpeed,61.84,,,,,,,
0,CombatZoneResize,250,251,390,391,,,,
0,BoneV,138,256,130,0,61.84,,,
0,BoneV,493,256,130,2,61.84,,,
0,RND,RAK2,2,,,,,,
0,SET,LOOP10,4,,,,,,
0,:LOOP10,,,,,,,,
0,JMPE,J2,$RAK2,1,,,,,
0,BoneVRepeat,128,366,20,0,300,2,12,
0,BoneVRepeat,503,256,105,2,300,2,12,
0,JMPABS,EJ2,,,,,,,
0,:J2,,,,,,,,
0,BoneVRepeat,503,366,20,2,300,2,12,
0,BoneVRepeat,128,256,105,0,300,2,12,
0,:EJ2,,,,,,,,
0,SUB,LOOP10,$LOOP10,1,,,,,
0.4,JMPNZ,LOOP10,$LOOP10,,,,,,
0.3,JMPABS,AE,,,,,,,
0,:RA12,,,,,,,,
0,CombatZoneResizeInstant,133,251,508,391,,,,
0,HeartTeleport,320,377,,,,,,
0,HeartMode,1,,,,,,,
0,RND,BH1,40,,,,,,
0,ADD,BH2,$BH1,40,,,,,
0,ADD,Y1,$BH2,281,,,,,
0,SUB,BH3,386,$Y1,,,,,
0,RND,RW,2,,,,,,
0,JMPE,WHAT1,$RW,1,,,,,
0,BoneVRepeat,128,256,$BH2,0,300,8,15,
0,BoneVRepeat,128,$Y1,$BH3,0,300,8,15,
0,JMPABS,WE1,,,,,,,
0,:WHAT1,,,,,,,,
0,BoneVRepeat,503,256,$BH2,2,300,8,15,
0,BoneVRepeat,503,$Y1,$BH3,2,300,8,15,
0,:WE1,,,,,,,,
0.9,RND,BH1,60,,,,,,
0,ADD,BH2,$BH1,20,,,,,
0,ADD,Y1,$BH2,281,,,,,
0,SUB,BH3,386,$Y1,,,,,
0,JMPE,WHAT2,$RW,1,,,,,
0,SansSlam,2,,,,,,,
0,BoneStab,2,55,0.6,9,,,,
0,BoneVRepeat,503,256,$BH2,2,450,8,15,
0,BoneVRepeat,503,$Y1,$BH3,2,450,8,15,
0,JMPABS,WE2,,,,,,,
0,:WHAT2,,,,,,,,
0,SansSlam,0,,,,,,,
0,BoneStab,0,55,0.6,9,,,,
0,BoneVRepeat,128,256,$BH2,0,450,8,15,
0,BoneVRepeat,128,$Y1,$BH3,0,450,8,15,
1,:WE2,,,,,,,,
0,:AE,,,,,,,,
0,SUB,LOOP,$LOOP,1,,,,,
0,JMPNZ,LOOP0,$LOOP,,,,,,
0,BlackScreen,1,,,,,,,
0,Sound,flash,,,,,,,
0.2,BlackScreen,0,,,,,,,
0,Sound,flash,,,,,,,
0,CombatZoneResizeInstant,33,251,607,391,,,,
0,EndAttack,,,,,,,,
